121.420839015 31.1685179779 0 1476531680
121.420664009 31.167468602 0 1476537910
121.421165562 31.1693102378 0 1476518324
121.425162817 31.1676894405 0 1476501298
121.422752069 31.1675885943 0 1476476164
121.425151661 31.1646855857 0 1476473857
121.425486324 31.1674833097 0 1476532017
121.421984801 31.1660368906 0 1476485218
121.424000138 31.1679553844 0 1476529100
121.420734825 31.1659585691 0 1476465815
121.418578443 31.1693830098 0 1476529830
121.422041762 31.1679129809 0 1476498381
121.423760581 31.1662909799 0 1476517792
121.422064603 31.1686189448 0 1476463176
121.424515004 31.1654234267 0 1476513095
121.422759882 31.1702984648 0 1476458905
121.42213727 31.1690473374 0 1476515141
121.419211329 31.1683903244 0 1476479900
121.424313107 31.1658609404 0 1476474931
121.424357754 31.1671644605 0 1476474866
121.425481491 31.1683644717 0 1476521053
121.419655295 31.1657154773 0 1476496610
121.420369755 31.17011403 0 1476484288
121.423659318 31.1653268289 0 1476535240
121.424110247 31.1664200779 0 1476470138
121.420810922 31.164630685 0 1476492541
121.424257825 31.1675925412 0 1476485199
121.424713167 31.1691296348 0 1476456781
121.422890193 31.1629814272 0 1476452023
121.423870095 31.1678325728 0 1476536538
121.423601185 31.1649461545 0 1476466574
121.42090785 31.1704039534 0 1476498549
121.419313962 31.1689008446 0 1476494830
121.423747272 31.1666153596 0 1476509512
121.422961038 31.1679582465 0 1476470744
121.422577884 31.1714398853 0 1476459535
121.422336683 31.1690533743 0 1476447230
121.421795505 31.1696399816 0 1476497805
121.418411524 31.1709020371 0 1476521460
121.42575364 31.1684332432 0 1476530088
121.422116323 31.1702298745 0 1476481734
121.423779603 31.1696104798 0 1476486257
121.42371039 31.1686351213 0 1476481280
121.420852501 31.1674263219 0 1476456860
121.421292033 31.1688552638 0 1476494272
121.422363324 31.1666060795 0 1476494335
121.421297219 31.1673493502 0 1476505968
121.420800561 31.1697007138 0 1476531877
121.423174339 31.1661118348 0 1476483737
121.423734982 31.1658755446 0 1476470027
121.425180473 31.1651995392 0 1476526565
121.419979124 31.1679978194 0 1476517867
121.422702377 31.1652676952 0 1476486741
